step,amount,nameOrig,bankOrig,nameDest,bankDest
41,1650.62,82476,others,46452,others
41,1504.23,90368,others,3488,swedbank
41,593.13,65473,others,78680,others
41,877.56,2545,swedbank,20444,swedbank
41,1348.76,82197,others,82166,others
41,538.88,5024,swedbank,1207,swedbank
41,1002.43,90677,others,66872,others
41,616.59,3718,swedbank,19566,swedbank
41,421.43,30913,handelsbanken,33397,handelsbanken
41,1255.13,64256,others,74892,others
41,1149.58,18703,swedbank,98642,others
41,881.25,12663,swedbank,94895,others
41,866.77,5006,swedbank,90084,others
41,848.12,30600,handelsbanken,38456,handelsbanken
41,371.95,41075,handelsbanken,34342,handelsbanken
41,1265.65,1906,swedbank,53387,others
41,312.94,3561,swedbank,91473,others
41,1954.25,38289,handelsbanken,38218,handelsbanken
41,502.32,66131,others,46961,others
41,718.37,33041,handelsbanken,33187,handelsbanken
42,808.22,83989,others,73531,others
42,859.85,19512,swedbank,4850,swedbank
42,671.79,7679,swedbank,86317,others
42,387.1,69933,others,17204,swedbank
42,182.08,87427,others,94862,others
42,965.84,25305,swedbank,26084,swedbank
42,296.87,17865,swedbank,25543,swedbank
42,1167.37,93033,others,74029,others
42,1445.47,16836,swedbank,19236,swedbank
42,1265.71,98160,others,16945,swedbank
42,727.06,37346,handelsbanken,58289,others
42,1045.24,20062,swedbank,15703,swedbank
42,621.34,5185,swedbank,5254,swedbank
42,1391.46,30002,handelsbanken,28375,handelsbanken
42,529.34,26650,swedbank,63159,others
42,955.7,40899,handelsbanken,28071,handelsbanken
42,487.43,35060,handelsbanken,31982,handelsbanken
42,708.59,15524,swedbank,21548,swedbank
42,506.41,52294,others,38454,handelsbanken
42,474.91,32018,handelsbanken,29047,handelsbanken
42,414.35,36811,handelsbanken,39633,handelsbanken
42,780.09,29811,handelsbanken,55531,others
42,1167.46,12139,swedbank,63063,others
42,1133.47,61891,others,39841,handelsbanken
42,528.74,40263,handelsbanken,37839,handelsbanken
42,516.99,31580,handelsbanken,41671,others
42,441.9,66141,others,55260,others
42,197.2,2804,swedbank,68971,others
42,447.79,75072,others,44970,others
42,1116.51,40120,handelsbanken,39207,handelsbanken
42,604.98,31668,handelsbanken,32696,handelsbanken
42,522.78,24348,swedbank,52797,others
42,745.86,38013,handelsbanken,92328,others
42,411.37,22083,swedbank,39529,handelsbanken
42,749.08,33445,handelsbanken,36790,handelsbanken
42,616.12,29394,handelsbanken,38001,handelsbanken
42,785.98,9028,swedbank,26288,swedbank
42,1189.77,62135,others,38987,handelsbanken
42,1397.4,94866,others,96783,others
42,543.36,32030,handelsbanken,31157,handelsbanken
42,855.05,76362,others,42950,others
42,391.98,39218,handelsbanken,5392,swedbank
42,226.8,38679,handelsbanken,40576,handelsbanken
43,875.85,4604,swedbank,25714,swedbank
43,554.04,39302,handelsbanken,37918,handelsbanken
43,898.55,13219,swedbank,543,swedbank
43,704.3,63850,others,72588,others
43,649.33,47963,others,77208,others
43,1217.8,98316,others,51761,others
43,1094.85,13966,swedbank,13070,swedbank
43,802.94,62000,others,31413,handelsbanken
43,1669.18,83588,others,88124,others
43,1475.78,49328,others,84785,others
43,264.99,28789,handelsbanken,29149,handelsbanken
43,94.73,50997,others,28879,handelsbanken
43,1294.16,92773,others,53817,others
43,239.83,12827,swedbank,3139,swedbank
43,997.24,41175,handelsbanken,29078,handelsbanken
43,1085.11,23286,swedbank,1357,swedbank
43,284.38,62160,others,24381,swedbank
43,298.89,40402,handelsbanken,38457,handelsbanken
43,557.12,36424,handelsbanken,25916,swedbank
43,499.03,92218,others,80720,others
43,401.8,90592,others,61767,others
43,1589.21,70578,others,80840,others
43,365.19,36719,handelsbanken,33856,handelsbanken
43,1593.67,28112,handelsbanken,30579,handelsbanken
43,1048.82,40404,handelsbanken,71933,others
43,1776.3,34368,handelsbanken,69101,others
43,1252.54,69844,others,92316,others
43,969.2,3007,swedbank,1690,swedbank
43,726.53,37928,handelsbanken,40185,handelsbanken
43,990.25,46412,others,74892,others
43,549.7,69469,others,96814,others
43,1603.84,79406,others,65521,others
43,1173.3,88300,others,12152,swedbank
43,579.32,40257,handelsbanken,38397,handelsbanken
43,807.72,10132,swedbank,52132,others
43,833.25,63894,others,42950,others
43,558.39,94550,others,36614,handelsbanken
43,826.88,9031,swedbank,19977,swedbank
43,733.06,95364,others,66744,others
43,996.63,58616,others,3744,swedbank
43,289.61,91537,others,81751,others
43,1000.03,71627,others,19806,swedbank
43,56.96,24285,swedbank,43053,others
43,1068.02,27013,swedbank,26611,swedbank
43,1279.21,54711,others,55483,others
43,199.77,20590,swedbank,70524,others
43,419.12,9187,swedbank,27117,swedbank
43,1363.18,40509,handelsbanken,34141,handelsbanken
43,433.62,38473,handelsbanken,50153,others
43,1240.59,28201,handelsbanken,34011,handelsbanken
43,928.02,92946,others,19706,swedbank
43,1092.79,23716,swedbank,69314,others
43,1861.39,56936,others,75764,others
44,599.03,59727,others,26723,swedbank
44,1162.38,30098,handelsbanken,30180,handelsbanken
44,429.13,37460,handelsbanken,29042,handelsbanken
44,274.81,15313,swedbank,82792,others
44,1146.77,57927,others,42950,others
44,701.61,70107,others,5706,swedbank
44,329.16,59053,others,56125,others
44,1225.07,20142,swedbank,18898,swedbank
44,1178.47,4188,swedbank,13661,swedbank
44,1407.5,20837,swedbank,88592,others
44,929.66,22805,swedbank,3898,swedbank
44,1054.38,83817,others,27138,swedbank
44,1518.53,30958,handelsbanken,28208,handelsbanken
44,441.16,57303,others,66986,others
44,691.7,10664,swedbank,66317,others
44,652.22,3747,swedbank,3587,swedbank
44,437.28,38180,handelsbanken,31485,handelsbanken
44,475.69,6405,swedbank,63870,others
44,1019.37,59813,others,58786,others
44,551.58,29020,handelsbanken,98829,others
44,230.22,31070,handelsbanken,44067,others
44,804.01,52546,others,90300,others
44,1953.43,352,swedbank,14096,swedbank
44,640.2,85854,others,84476,others
44,803.95,86524,others,39175,handelsbanken
44,1033.18,54478,others,55543,others
44,1233.93,29013,handelsbanken,37305,handelsbanken
44,1782.04,82386,others,18197,swedbank
44,751.22,39693,handelsbanken,70269,others
44,254.91,4077,swedbank,447,swedbank
44,645.92,28634,handelsbanken,38057,handelsbanken
44,965.21,23757,swedbank,61225,others
44,477.69,61786,others,65490,others
44,1350.87,93906,others,87659,others
44,65.43,71616,others,56195,others
44,343.02,32559,handelsbanken,39806,handelsbanken
44,796.07,7148,swedbank,32456,handelsbanken
44,799.24,96470,others,28861,handelsbanken
44,1139.69,63869,others,74556,others
44,1159.55,9792,swedbank,18891,swedbank
44,766.82,33029,handelsbanken,34487,handelsbanken
44,1009.43,11268,swedbank,14153,swedbank
44,966.93,23239,swedbank,30433,handelsbanken
44,415.92,75270,others,18687,swedbank
45,1511.09,32318,handelsbanken,41203,others
45,1423.25,90191,others,41278,others
45,536.36,36138,handelsbanken,37330,handelsbanken
45,1100.67,90645,others,94599,others
45,836.94,69201,others,76711,others
45,731.92,83911,others,67446,others
45,617.24,43878,others,60553,others
45,543.44,86942,others,83899,others
45,578.64,22491,swedbank,7026,swedbank
45,895.84,50281,others,68903,others
45,600.19,38691,handelsbanken,58123,others
45,1063.63,49022,others,81781,others
45,644.19,41656,others,48862,others
45,1242.42,38903,handelsbanken,35993,handelsbanken
45,494.26,50127,others,79573,others
45,1357.44,38672,handelsbanken,39488,handelsbanken
45,681.22,31383,handelsbanken,35116,handelsbanken
45,194.4,86064,others,7587,swedbank
45,772.64,25058,swedbank,5108,swedbank
45,1008.77,25019,swedbank,16594,swedbank
45,925.24,34484,handelsbanken,27841,handelsbanken
45,488.89,35140,handelsbanken,38220,handelsbanken
45,536.4,5174,swedbank,57010,others
45,573.78,28516,handelsbanken,38944,handelsbanken
45,811.9,53643,others,82322,others
45,1281.91,5866,swedbank,35547,handelsbanken
45,1075.03,42661,others,74892,others
45,1189.73,34699,handelsbanken,63373,others
45,515.68,23094,swedbank,15313,swedbank
45,784.85,30793,handelsbanken,30933,handelsbanken
45,54.8,34771,handelsbanken,98898,others
45,1346.54,83178,others,62585,others
45,1917.83,49254,others,3855,swedbank
45,648.15,73727,others,8595,swedbank
45,357.34,10690,swedbank,38266,handelsbanken
45,720.0,52094,others,51373,others
45,417.63,32956,handelsbanken,78867,others
45,1448.45,8416,swedbank,53914,others
45,684.48,40090,handelsbanken,44564,others
45,710.87,86755,others,35010,handelsbanken
45,1008.31,74855,others,8653,swedbank
45,620.68,25955,swedbank,54975,others
45,1274.6,22853,swedbank,1651,swedbank
45,520.96,36417,handelsbanken,55161,others
45,560.29,30367,handelsbanken,39503,handelsbanken
46,1209.81,999,swedbank,6760,swedbank
46,1633.04,26713,swedbank,13843,swedbank
46,332.01,36237,handelsbanken,34232,handelsbanken
46,829.54,7217,swedbank,59855,others
46,274.81,32255,handelsbanken,32528,handelsbanken
46,765.68,60504,others,70810,others
46,432.12,32719,handelsbanken,32367,handelsbanken
46,1525.85,23745,swedbank,20962,swedbank
46,933.46,88221,others,16581,swedbank
46,604.94,41513,others,55651,others
46,1269.14,88992,others,30025,handelsbanken
46,490.81,97601,others,31119,handelsbanken
46,882.9,28161,handelsbanken,35158,handelsbanken
46,680.67,8941,swedbank,9756,swedbank
46,534.49,67927,others,65064,others
46,687.89,27206,swedbank,8331,swedbank
46,952.27,45064,others,13098,swedbank
46,1475.86,10400,swedbank,47580,others
46,703.75,23059,swedbank,16837,swedbank
46,444.8,97696,others,47569,others
46,1566.45,73273,others,25627,swedbank
46,906.1,33973,handelsbanken,37798,handelsbanken
46,359.92,50589,others,40733,handelsbanken
46,376.35,7981,swedbank,39798,handelsbanken
46,1442.87,3320,swedbank,79814,others
46,344.83,40165,handelsbanken,29254,handelsbanken
46,216.72,51225,others,93264,others
46,982.83,98236,others,2940,swedbank
46,998.98,34849,handelsbanken,41090,handelsbanken
46,865.17,5603,swedbank,50492,others
46,997.72,19009,swedbank,19070,swedbank
46,1332.79,29177,handelsbanken,30225,handelsbanken
46,750.79,32172,handelsbanken,34941,handelsbanken
46,635.62,4515,swedbank,33779,handelsbanken
46,1545.07,77279,others,82664,others
46,703.14,40292,handelsbanken,29844,handelsbanken
46,1551.35,25137,swedbank,60954,others
46,970.32,50210,others,51285,others
46,923.63,97403,others,20092,swedbank
46,164.77,57551,others,92546,others
46,977.73,71766,others,64725,others
46,942.85,28242,handelsbanken,12360,swedbank
46,723.81,46671,others,68903,others
46,1296.89,85871,others,2068,swedbank
46,780.62,38776,handelsbanken,41093,handelsbanken
46,613.74,5339,swedbank,10025,swedbank
46,949.48,39625,handelsbanken,30768,handelsbanken
46,468.56,56745,others,567,swedbank
46,1130.78,60490,others,78760,others
46,838.0,47653,others,16586,swedbank
47,1264.86,27691,swedbank,11159,swedbank
47,1619.08,37448,handelsbanken,29680,handelsbanken
47,714.58,67160,others,63098,others
47,1113.85,35390,handelsbanken,39362,handelsbanken
47,85.18,38183,handelsbanken,70984,others
47,1074.36,32854,handelsbanken,33032,handelsbanken
47,712.44,49173,others,64351,others
47,876.92,12627,swedbank,41674,others
47,601.92,55560,others,53582,others
47,1675.84,1381,swedbank,66531,others
47,1428.76,4912,swedbank,59172,others
47,1608.81,76561,others,65060,others
47,1356.33,84436,others,36440,handelsbanken
47,1812.3,32959,handelsbanken,31329,handelsbanken
47,758.2,31754,handelsbanken,40500,handelsbanken
47,236.41,15672,swedbank,12643,swedbank
47,585.23,13655,swedbank,18756,swedbank
47,1005.34,59591,others,45099,others
47,866.78,47237,others,94215,others
47,823.58,25417,swedbank,7510,swedbank
47,1071.12,34378,handelsbanken,35117,handelsbanken
47,670.09,45505,others,68903,others
47,1511.32,35658,handelsbanken,4625,swedbank
47,301.92,1063,swedbank,3744,swedbank
47,686.13,24397,swedbank,30173,handelsbanken
47,904.99,63666,others,58996,others
47,447.71,94883,others,41901,others
47,1177.69,20958,swedbank,6028,swedbank
47,1410.3,31317,handelsbanken,40396,handelsbanken
47,845.49,33358,handelsbanken,40487,handelsbanken
47,997.75,63059,others,69314,others
47,1148.84,80667,others,27101,swedbank
47,420.62,18897,swedbank,15203,swedbank
47,1015.31,85999,others,95560,others
47,784.32,12240,swedbank,20444,swedbank
47,278.18,14185,swedbank,75252,others
47,1355.22,34029,handelsbanken,30044,handelsbanken
47,163.36,33015,handelsbanken,38469,handelsbanken
47,1106.59,94225,others,18634,swedbank
47,1112.55,36498,handelsbanken,56630,others
47,871.02,3203,swedbank,6288,swedbank
47,1708.4,27862,handelsbanken,32563,handelsbanken
47,583.42,95504,others,15131,swedbank
47,354.64,21386,swedbank,26451,swedbank
47,1097.37,34623,handelsbanken,92014,others
47,604.36,93982,others,74892,others
47,780.56,68139,others,49957,others
47,1147.38,30450,handelsbanken,53520,others
47,690.63,40022,handelsbanken,8923,swedbank
47,1165.9,49137,others,56155,others
47,1281.05,60097,others,1103,swedbank
47,1386.38,34061,handelsbanken,29281,handelsbanken
48,426.81,33767,handelsbanken,40497,handelsbanken
48,593.14,1439,swedbank,53579,others
48,1776.63,39416,handelsbanken,36052,handelsbanken
48,1111.81,27330,swedbank,17743,swedbank
48,743.81,84131,others,36232,handelsbanken
48,703.21,90424,others,53132,others
48,729.83,13280,swedbank,48607,others
48,645.31,39425,handelsbanken,23878,swedbank
48,872.63,28107,handelsbanken,38695,handelsbanken
48,625.93,31979,handelsbanken,37153,handelsbanken
48,1943.04,98023,others,59798,others
48,783.25,15777,swedbank,16472,swedbank
48,881.85,39529,handelsbanken,51928,others
48,488.16,56614,others,96481,others
48,890.95,68513,others,24786,swedbank
48,957.34,22206,swedbank,67311,others
48,1299.81,2269,swedbank,18344,swedbank
48,708.11,72067,others,1574,swedbank
48,328.1,49015,others,5471,swedbank
48,1393.67,44815,others,73560,others
48,745.86,80071,others,68903,others
48,2042.34,2844,swedbank,16230,swedbank
48,763.51,5879,swedbank,25764,swedbank
48,927.44,41928,others,76272,others
48,617.23,9444,swedbank,98049,others
48,512.41,4805,swedbank,68643,others
48,2241.67,49353,others,63808,others
48,1324.56,52694,others,2070,swedbank
48,882.39,34810,handelsbanken,34522,handelsbanken
48,740.5,28337,handelsbanken,28315,handelsbanken
48,347.55,1708,swedbank,82748,others
48,1030.79,1784,swedbank,3898,swedbank
48,1531.46,31833,handelsbanken,71880,others
48,670.61,17647,swedbank,75093,others
48,436.58,58892,others,80090,others
48,480.47,28244,handelsbanken,38497,handelsbanken
48,1146.77,47230,others,78850,others
48,1315.52,5743,swedbank,82949,others
48,6.89,32506,handelsbanken,50710,others
48,873.73,56400,others,8597,swedbank
48,677.94,86544,others,68971,others
48,116.53,88713,others,73366,others
48,894.22,26328,swedbank,13534,swedbank
48,824.65,38296,handelsbanken,33889,handelsbanken
48,1130.81,24576,swedbank,44955,others
48,1682.7,37738,handelsbanken,28461,handelsbanken
48,1474.27,20033,swedbank,24461,swedbank
48,832.19,285,swedbank,22630,swedbank
49,306.83,79142,others,12819,swedbank
49,1028.92,18907,swedbank,62944,others
49,1461.8,39158,handelsbanken,36344,handelsbanken
49,1395.0,19604,swedbank,24198,swedbank
49,764.61,8873,swedbank,19144,swedbank
49,545.88,24915,swedbank,59460,others
49,640.84,34809,handelsbanken,28913,handelsbanken
49,1203.5,76213,others,90200,others
49,602.58,38954,handelsbanken,28636,handelsbanken
49,634.56,58744,others,9427,swedbank
49,390.4,30439,handelsbanken,93436,others
49,301.9,43842,others,65768,others
49,971.39,31144,handelsbanken,28241,handelsbanken
49,795.44,4824,swedbank,2246,swedbank
49,659.99,79452,others,16582,swedbank
49,653.32,70556,others,68903,others
49,727.06,27409,swedbank,40939,handelsbanken
49,1168.23,37626,handelsbanken,36518,handelsbanken
49,1391.37,37241,handelsbanken,56195,others
49,454.96,39954,handelsbanken,38946,handelsbanken
49,732.46,948,swedbank,77368,others
49,1149.59,64559,others,28879,handelsbanken
49,513.73,33828,handelsbanken,30109,handelsbanken
49,900.75,61471,others,68464,others
49,969.68,93602,others,66580,others
49,1231.49,69369,others,57265,others
49,266.24,14875,swedbank,25577,swedbank
49,470.12,29031,handelsbanken,46183,others
49,524.13,50178,others,1803,swedbank
49,1111.15,73599,others,93358,others
49,764.61,30587,handelsbanken,36016,handelsbanken
49,717.9,39835,handelsbanken,28255,handelsbanken
49,597.89,74807,others,75484,others
49,1235.63,29337,handelsbanken,35886,handelsbanken
49,922.97,34305,handelsbanken,89712,others
49,674.62,59474,others,66637,others
49,1041.63,95749,others,67517,others
49,1074.35,56427,others,75634,others
49,625.96,15203,swedbank,54058,others
49,825.81,26049,swedbank,22873,swedbank
49,750.25,27504,swedbank,11549,swedbank
49,633.45,70389,others,73990,others
49,742.13,26063,swedbank,19196,swedbank
49,289.66,99530,others,36671,handelsbanken
49,1152.33,80469,others,41535,others
49,605.5,57372,others,21293,swedbank
49,959.58,72363,others,50761,others
49,984.52,29460,handelsbanken,38002,handelsbanken
49,1792.92,29535,handelsbanken,34443,handelsbanken
50,1662.69,37314,handelsbanken,40543,handelsbanken
50,801.35,2336,swedbank,68715,others
50,675.72,39687,handelsbanken,29651,handelsbanken
50,825.81,59359,others,20254,swedbank
50,154.2,11399,swedbank,3759,swedbank
50,971.42,9208,swedbank,92263,others
50,633.45,32839,handelsbanken,33286,handelsbanken
50,857.71,23180,swedbank,10561,swedbank
50,995.52,1083,swedbank,11109,swedbank
50,725.41,71279,others,41571,others
50,431.32,19682,swedbank,13786,swedbank
50,701.03,88695,others,13078,swedbank
50,1941.49,79056,others,25543,swedbank
50,453.64,89587,others,44125,others
50,856.68,99953,others,61422,others
50,1160.21,31401,handelsbanken,33856,handelsbanken
50,112.92,58363,others,81856,others
50,296.99,75336,others,53239,others
50,1102.02,79286,others,33595,handelsbanken
50,367.72,46349,others,74556,others
50,346.54,38885,handelsbanken,36274,handelsbanken
50,1106.63,35558,handelsbanken,37370,handelsbanken
50,931.76,1479,swedbank,68903,others
50,704.33,7637,swedbank,23739,swedbank
50,656.63,19570,swedbank,89820,others
50,1838.86,77062,others,34143,handelsbanken
50,959.03,55046,others,33018,handelsbanken
50,1434.18,32999,handelsbanken,80118,others
50,627.62,70042,others,59460,others
50,143.17,41013,handelsbanken,37014,handelsbanken
50,597.3,12010,swedbank,20378,swedbank
50,674.57,30850,handelsbanken,32236,handelsbanken
50,605.5,13284,swedbank,35528,handelsbanken
50,1138.95,76764,others,12457,swedbank
50,921.34,94603,others,76654,others
50,480.61,40336,handelsbanken,33802,handelsbanken
50,547.81,46966,others,45405,others
50,1211.35,94505,others,24303,swedbank
50,520.96,25109,swedbank,15700,swedbank
50,722.19,62506,others,92799,others
50,687.24,139,swedbank,78571,others
50,1561.86,68672,others,58821,others
50,1408.95,40735,handelsbanken,44173,others
50,543.99,78992,others,35465,handelsbanken
50,531.32,13081,swedbank,13387,swedbank
51,1766.0,33229,handelsbanken,28361,handelsbanken
51,971.45,24650,swedbank,2499,swedbank
51,1035.52,24955,swedbank,1803,swedbank
51,1116.48,477,swedbank,89970,others
51,410.58,39214,handelsbanken,33375,handelsbanken
51,467.85,40788,handelsbanken,39509,handelsbanken
51,308.89,22691,swedbank,14241,swedbank
51,166.32,15475,swedbank,59351,others
51,721.69,28069,handelsbanken,4320,swedbank
51,429.05,83061,others,72514,others
51,831.06,57547,others,38456,handelsbanken
51,703.79,9220,swedbank,26906,swedbank
51,186.37,13287,swedbank,21145,swedbank
51,587.14,1342,swedbank,3049,swedbank
51,1761.22,4076,swedbank,21787,swedbank
51,118.16,24186,swedbank,17697,swedbank
51,1527.85,18586,swedbank,27280,swedbank
51,1381.72,38999,handelsbanken,3744,swedbank
51,503.65,37368,handelsbanken,77788,others
51,1370.01,2930,swedbank,72588,others
51,4.27,3910,swedbank,11636,swedbank
51,455.09,15824,swedbank,90015,others
51,879.17,40745,handelsbanken,29078,handelsbanken
51,91.07,35327,handelsbanken,34968,handelsbanken
51,694.49,34522,handelsbanken,58567,others
51,315.74,17511,swedbank,15182,swedbank
51,526.15,39897,handelsbanken,27236,swedbank
51,1040.91,87378,others,84463,others
51,555.91,77311,others,30618,handelsbanken
51,1690.39,86811,others,36323,handelsbanken
51,941.81,40440,handelsbanken,61225,others
51,546.56,37389,handelsbanken,31159,handelsbanken
51,977.63,9379,swedbank,68903,others
51,9.61,87764,others,17671,swedbank
51,1002.36,58206,others,35528,handelsbanken
51,796.6,10334,swedbank,45768,others
51,719.55,81565,others,69099,others
51,1591.42,8948,swedbank,22481,swedbank
51,43.47,12865,swedbank,3622,swedbank
51,972.03,25074,swedbank,14799,swedbank
51,570.76,31426,handelsbanken,39183,handelsbanken
51,289.6,68078,others,52781,others
51,1220.86,35338,handelsbanken,89625,others
51,1716.84,75162,others,4609,swedbank
51,1288.4,94924,others,93981,others
51,740.05,63395,others,38194,handelsbanken
51,1303.56,64234,others,93423,others
51,483.33,46571,others,33548,handelsbanken
51,985.73,87710,others,98795,others
51,1008.31,19038,swedbank,59460,others
51,407.37,91924,others,71612,others
51,1199.63,319,swedbank,3427,swedbank
51,1591.6,38438,handelsbanken,37330,handelsbanken
51,1085.07,11678,swedbank,38302,handelsbanken
51,376.2,89041,others,54719,others
51,1224.09,7553,swedbank,79470,others
51,736.29,2573,swedbank,92328,others
51,755.07,81590,others,50481,others
51,653.24,75513,others,24833,swedbank
51,1277.28,88845,others,69314,others
51,968.63,31356,handelsbanken,39489,handelsbanken
51,779.0,36054,handelsbanken,28652,handelsbanken
51,1349.87,30635,handelsbanken,29731,handelsbanken
51,214.04,18215,swedbank,13489,swedbank
51,288.62,49026,others,3839,swedbank
51,757.73,47761,others,94438,others
51,289.73,44529,others,2827,swedbank
51,373.65,92909,others,26353,swedbank
51,1044.63,96259,others,39491,handelsbanken
51,1308.49,910,swedbank,3494,swedbank
52,697.19,14923,swedbank,57941,others
52,376.35,59470,others,3020,swedbank
52,1586.85,58526,others,39382,handelsbanken
52,995.52,37919,handelsbanken,30085,handelsbanken
52,785.88,33550,handelsbanken,59460,others
52,1862.53,30279,handelsbanken,28943,handelsbanken
52,714.61,31065,handelsbanken,29956,handelsbanken
52,408.16,19527,swedbank,5529,swedbank
52,1886.91,32495,handelsbanken,38131,handelsbanken
52,892.53,30160,handelsbanken,33655,handelsbanken
52,1260.31,61565,others,70473,others
52,731.88,28226,handelsbanken,37519,handelsbanken
52,1458.88,16308,swedbank,74692,others
52,1586.37,63482,others,65006,others
52,1111.81,98252,others,62447,others
52,652.67,33718,handelsbanken,25545,swedbank
52,553.38,90824,others,34831,handelsbanken
52,135.11,45999,others,18787,swedbank
52,748.64,10622,swedbank,3898,swedbank
52,787.55,36469,handelsbanken,30577,handelsbanken
52,680.05,46,swedbank,313,swedbank
52,1439.94,41815,others,72856,others
52,548.48,38983,handelsbanken,29752,handelsbanken
52,610.16,11189,swedbank,35528,handelsbanken
52,632.29,61992,others,64725,others
52,588.84,37753,handelsbanken,35264,handelsbanken
52,708.7,51954,others,39209,handelsbanken
52,1502.27,27725,handelsbanken,29442,handelsbanken
52,1198.86,84682,others,96318,others
52,1195.77,72977,others,14084,swedbank
52,2002.4,81011,others,91182,others
52,75.33,32838,handelsbanken,52782,others
52,529.91,30274,handelsbanken,27636,swedbank
52,718.38,37632,handelsbanken,31497,handelsbanken
52,1099.98,1633,swedbank,27186,swedbank
52,1700.98,3048,swedbank,56084,others
52,62.98,19606,swedbank,4997,swedbank
52,1478.84,44417,others,55641,others
52,448.49,34482,handelsbanken,29844,handelsbanken
52,816.19,12127,swedbank,3139,swedbank
52,1236.46,40111,handelsbanken,37015,handelsbanken
52,1064.36,17153,swedbank,44392,others
52,812.01,93909,others,42363,others
52,873.74,31894,handelsbanken,37997,handelsbanken
52,380.45,19065,swedbank,86168,others
52,1261.23,35305,handelsbanken,91270,others
52,1017.01,24275,swedbank,22026,swedbank
52,695.59,96340,others,8393,swedbank
52,374.66,34457,handelsbanken,6380,swedbank
52,818.88,14162,swedbank,56438,others
52,422.26,55936,others,18058,swedbank
52,812.54,54712,others,29060,handelsbanken
52,391.23,94575,others,92156,others
52,481.92,24798,swedbank,15179,swedbank
52,1701.27,2436,swedbank,353,swedbank
52,734.58,30815,handelsbanken,35323,handelsbanken
52,666.18,29565,handelsbanken,37026,handelsbanken
52,1063.67,33811,handelsbanken,39760,handelsbanken
53,515.02,32648,handelsbanken,40576,handelsbanken
53,1403.9,61315,others,59460,others
53,581.73,19733,swedbank,53044,others
53,1509.2,20615,swedbank,80696,others
53,321.58,19461,swedbank,19586,swedbank
53,1134.11,91356,others,93264,others
53,1244.97,94949,others,42729,others
53,1046.46,89108,others,88445,others
53,822.6,40711,handelsbanken,77676,others
53,467.86,39230,handelsbanken,30812,handelsbanken
53,520.25,36264,handelsbanken,33696,handelsbanken
53,1128.09,9833,swedbank,3269,swedbank
53,358.28,2223,swedbank,68039,others
53,383.06,31287,handelsbanken,34022,handelsbanken
53,548.45,54929,others,38699,handelsbanken
53,558.47,96264,others,1803,swedbank
53,351.92,16845,swedbank,79084,others
53,874.28,1709,swedbank,12880,swedbank
53,882.9,54303,others,25714,swedbank
53,1276.54,57095,others,69366,others
53,1014.75,38902,handelsbanken,40500,handelsbanken
53,1014.69,93097,others,7175,swedbank
53,312.74,5283,swedbank,91743,others
53,955.67,72826,others,14096,swedbank
53,1249.17,27963,handelsbanken,28494,handelsbanken
53,1479.07,39827,handelsbanken,27636,swedbank
53,918.71,40677,handelsbanken,31408,handelsbanken
53,492.86,26094,swedbank,21319,swedbank
53,583.5,26698,swedbank,64425,others
53,1043.34,32234,handelsbanken,30228,handelsbanken
53,864.6,99504,others,4089,swedbank
53,1325.45,39395,handelsbanken,30933,handelsbanken
53,251.48,48175,others,15917,swedbank
53,861.92,73618,others,86485,others
53,449.9,36987,handelsbanken,32176,handelsbanken
53,923.57,71770,others,91730,others
53,1088.28,33281,handelsbanken,28940,handelsbanken
53,396.06,98648,others,83502,others
53,554.67,12426,swedbank,63865,others
53,1216.15,28947,handelsbanken,35993,handelsbanken
53,724.39,43310,others,20444,swedbank
53,1247.45,39884,handelsbanken,39676,handelsbanken
53,492.97,16086,swedbank,65521,others
53,754.47,34311,handelsbanken,24760,swedbank
53,873.71,81407,others,35741,handelsbanken
53,1251.8,50428,others,88890,others
53,1263.94,30858,handelsbanken,32749,handelsbanken
53,794.42,30640,handelsbanken,95216,others
53,765.14,5092,swedbank,26440,swedbank
53,1134.17,82508,others,19806,swedbank
53,1053.72,13913,swedbank,96967,others
53,1062.41,36637,handelsbanken,33360,handelsbanken
53,1898.47,35566,handelsbanken,27818,handelsbanken
53,537.6,31920,handelsbanken,38340,handelsbanken
53,1545.45,5674,swedbank,13635,swedbank
53,821.53,41040,handelsbanken,27816,handelsbanken
53,704.81,12240,swedbank,25584,swedbank
53,409.7,38560,handelsbanken,33381,handelsbanken
53,1331.82,42864,others,47604,others
53,61.0,20570,swedbank,24968,swedbank
53,1423.5,22549,swedbank,85519,others
53,743.25,48851,others,61170,others
53,682.92,11829,swedbank,10618,swedbank
53,839.04,59913,others,35528,handelsbanken
53,1306.6,67071,others,60748,others
53,982.83,87747,others,67343,others
53,1321.56,24722,swedbank,76459,others
53,169.1,40359,handelsbanken,38684,handelsbanken
53,983.94,34524,handelsbanken,34534,handelsbanken
53,618.44,16900,swedbank,45630,others
53,737.84,28400,handelsbanken,40248,handelsbanken
53,946.78,39422,handelsbanken,46786,others
53,1149.59,3580,swedbank,236,swedbank
53,1621.6,27218,swedbank,22185,swedbank
53,442.64,4935,swedbank,38369,handelsbanken
53,1330.67,56678,others,64211,others
53,1116.57,36653,handelsbanken,20092,swedbank
53,777.94,44943,others,63764,others
54,186.11,29620,handelsbanken,83358,others
54,289.81,39908,handelsbanken,32292,handelsbanken
54,903.96,13597,swedbank,27636,swedbank
54,1081.93,76471,others,10530,swedbank
54,652.72,49796,others,3488,swedbank
