id,src,dst,ttype
15422,7711,28806,TRANSFER
15423,7711,87436,TRANSFER
15424,7712,68721,TRANSFER
15425,7712,93528,TRANSFER
15426,7713,94118,TRANSFER
15427,7713,49501,TRANSFER
15428,7714,42415,TRANSFER
15429,7714,68643,TRANSFER
15430,7715,99865,TRANSFER
15431,7715,49697,TRANSFER
15432,7716,26315,TRANSFER
15433,7716,69984,TRANSFER
15434,7717,47683,TRANSFER
15435,7717,32422,TRANSFER
15436,7718,92554,TRANSFER
15437,7718,68193,TRANSFER
15438,7719,99047,TRANSFER
15439,7719,96600,TRANSFER
15440,7720,82057,TRANSFER
15441,7720,68000,TRANSFER
15442,7721,93184,TRANSFER
15443,7721,69512,TRANSFER
15444,7722,90146,TRANSFER
15445,7722,26731,TRANSFER
15446,7723,89128,TRANSFER
15447,7723,96006,TRANSFER
15448,7724,83800,TRANSFER
15449,7724,30881,TRANSFER
15450,7725,90561,TRANSFER
15451,7725,74758,TRANSFER
15452,7726,67188,TRANSFER
15453,7726,89313,TRANSFER
15454,7727,30683,TRANSFER
15455,7727,73549,TRANSFER
15456,7728,83021,TRANSFER
15457,7728,71721,TRANSFER
15458,7729,94664,TRANSFER
15459,7729,55049,TRANSFER
15460,7730,45376,TRANSFER
15461,7730,34795,TRANSFER
15462,7731,64414,TRANSFER
15463,7731,50257,TRANSFER
15464,7732,86114,TRANSFER
15465,7732,22603,TRANSFER
15466,7733,63829,TRANSFER
15467,7733,96772,TRANSFER
15468,7734,84422,TRANSFER
15469,7734,81738,TRANSFER
15470,7735,94720,TRANSFER
15471,7735,91129,TRANSFER
15472,7736,80961,TRANSFER
15473,7736,22644,TRANSFER
15474,7737,99046,TRANSFER
15475,7737,81200,TRANSFER
15476,7738,61361,TRANSFER
15477,7738,73805,TRANSFER
15478,7739,96770,TRANSFER
15479,7739,77088,TRANSFER
15480,7740,86059,TRANSFER
15481,7740,54144,TRANSFER
15482,7741,35858,TRANSFER
15483,7741,98476,TRANSFER
15484,7742,27996,TRANSFER
15485,7742,67822,TRANSFER
15486,7743,81980,TRANSFER
15487,7743,87372,TRANSFER
15488,7744,69978,TRANSFER
15489,7744,58918,TRANSFER
15490,7745,99295,TRANSFER
15491,7745,58716,TRANSFER
15492,7746,90413,TRANSFER
15493,7746,84678,TRANSFER
15494,7747,20846,TRANSFER
15495,7747,72793,TRANSFER
15496,7748,99986,TRANSFER
15497,7748,99643,TRANSFER
15498,7749,66729,TRANSFER
15499,7749,24448,TRANSFER
15500,7750,55732,TRANSFER
15501,7750,82168,TRANSFER
15502,7751,59793,TRANSFER
15503,7751,42087,TRANSFER
15504,7752,50497,TRANSFER
15505,7752,92640,TRANSFER
15506,7753,20411,TRANSFER
15507,7753,73193,TRANSFER
15508,7754,22296,TRANSFER
15509,7754,71163,TRANSFER
15510,7755,61601,TRANSFER
15511,7755,61387,TRANSFER
15512,7756,33378,TRANSFER
15513,7756,99456,TRANSFER
15514,7757,43304,TRANSFER
15515,7757,45992,TRANSFER
15516,7758,41986,TRANSFER
15517,7758,43323,TRANSFER
15518,7759,84024,TRANSFER
15519,7759,23730,TRANSFER
15520,7760,89725,TRANSFER
15521,7760,66637,TRANSFER
15522,7761,92354,TRANSFER
15523,7761,76277,TRANSFER
15524,7762,25357,TRANSFER
15525,7762,70075,TRANSFER
15526,7763,24611,TRANSFER
15527,7763,78394,TRANSFER
15528,7764,63695,TRANSFER
15529,7764,94528,TRANSFER
15530,7765,42927,TRANSFER
15531,7765,99480,TRANSFER
15532,7766,88684,TRANSFER
15533,7766,96169,TRANSFER
15534,7767,99939,TRANSFER
15535,7767,25691,TRANSFER
15536,7768,77083,TRANSFER
15537,7768,24824,TRANSFER
15538,7769,72152,TRANSFER
15539,7769,74024,TRANSFER
15540,7770,86411,TRANSFER
15541,7770,49132,TRANSFER
15542,7771,67120,TRANSFER
15543,7771,80414,TRANSFER
15544,7772,34439,TRANSFER
15545,7772,60813,TRANSFER
15546,7773,61051,TRANSFER
15547,7773,92364,TRANSFER
15548,7774,69990,TRANSFER
15549,7774,63823,TRANSFER
15550,7775,91900,TRANSFER
15551,7775,75776,TRANSFER
15552,7776,64386,TRANSFER
15553,7776,80154,TRANSFER
15554,7777,52125,TRANSFER
15555,7777,96566,TRANSFER
15556,7778,98408,TRANSFER
15557,7778,21340,TRANSFER
15558,7779,99175,TRANSFER
15559,7779,48543,TRANSFER
15560,7780,77238,TRANSFER
15561,7780,99930,TRANSFER
15562,7781,84262,TRANSFER
15563,7781,99998,TRANSFER
15564,7782,49532,TRANSFER
15565,7782,70144,TRANSFER
15566,7783,53748,TRANSFER
15567,7783,25881,TRANSFER
15568,7784,61235,TRANSFER
15569,7784,32249,TRANSFER
15570,7785,84669,TRANSFER
15571,7785,95712,TRANSFER
15572,7786,73620,TRANSFER
15573,7786,79823,TRANSFER
15574,7787,43945,TRANSFER
15575,7787,32453,TRANSFER
15576,7788,80261,TRANSFER
15577,7788,83389,TRANSFER
15578,7789,27479,TRANSFER
15579,7789,98128,TRANSFER
15580,7790,48225,TRANSFER
15581,7790,24273,TRANSFER
15582,7791,67369,TRANSFER
15583,7791,64971,TRANSFER
15584,7792,38268,TRANSFER
15585,7792,50758,TRANSFER
15586,7793,64409,TRANSFER
15587,7793,20437,TRANSFER
15588,7794,68357,TRANSFER
15589,7794,27696,TRANSFER
15590,7795,94366,TRANSFER
15591,7795,64143,TRANSFER
15592,7796,91352,TRANSFER
15593,7796,98782,TRANSFER
15594,7797,99750,TRANSFER
15595,7797,93790,TRANSFER
15596,7798,47361,TRANSFER
15597,7798,67537,TRANSFER
15598,7799,36175,TRANSFER
15599,7799,89123,TRANSFER
15600,7800,49419,TRANSFER
15601,7800,43107,TRANSFER
15602,7801,55081,TRANSFER
15603,7801,58384,TRANSFER
15604,7802,79567,TRANSFER
15605,7802,72770,TRANSFER
15606,7803,98976,TRANSFER
15607,7803,69659,TRANSFER
15608,7804,99861,TRANSFER
15609,7804,69729,TRANSFER
15610,7805,91902,TRANSFER
15611,7805,89495,TRANSFER
15612,7806,78952,TRANSFER
15613,7806,97236,TRANSFER
15614,7807,91675,TRANSFER
15615,7807,70190,TRANSFER
15616,7808,63637,TRANSFER
15617,7808,27273,TRANSFER
15618,7809,36746,TRANSFER
15619,7809,61422,TRANSFER
15620,7810,43472,TRANSFER
15621,7810,68725,TRANSFER
15622,7811,87920,TRANSFER
15623,7811,54973,TRANSFER
15624,7812,67518,TRANSFER
15625,7812,39595,TRANSFER
15626,7813,99937,TRANSFER
15627,7813,90158,TRANSFER
15628,7814,99413,TRANSFER
15629,7814,96281,TRANSFER
15630,7815,96114,TRANSFER
15631,7815,97097,TRANSFER
15632,7816,99734,TRANSFER
15633,7816,46618,TRANSFER
15634,7817,34589,TRANSFER
15635,7817,62429,TRANSFER
15636,7818,62616,TRANSFER
15637,7818,30659,TRANSFER
15638,7819,72683,TRANSFER
15639,7819,98660,TRANSFER
15640,7820,77079,TRANSFER
15641,7820,80320,TRANSFER
15642,7821,74786,TRANSFER
15643,7821,72961,TRANSFER
15644,7822,50039,TRANSFER
15645,7822,99698,TRANSFER
15646,7823,94784,TRANSFER
15647,7823,98161,TRANSFER
15648,7824,62950,TRANSFER
15649,7824,81173,TRANSFER
15650,7825,43041,TRANSFER
15651,7825,79352,TRANSFER
15652,7826,95765,TRANSFER
15653,7826,64025,TRANSFER
15654,7827,98389,TRANSFER
15655,7827,80652,TRANSFER
15656,7828,95005,TRANSFER
15657,7828,20657,TRANSFER
15658,7829,51037,TRANSFER
15659,7829,64492,TRANSFER
15660,7830,88661,TRANSFER
15661,7830,38749,TRANSFER
15662,7831,92945,TRANSFER
15663,7831,91410,TRANSFER
15664,7832,98589,TRANSFER
15665,7832,93615,TRANSFER
15666,7833,51114,TRANSFER
15667,7833,76736,TRANSFER
15668,7834,93315,TRANSFER
15669,7834,36738,TRANSFER
15670,7835,89001,TRANSFER
15671,7835,98479,TRANSFER
15672,7836,86256,TRANSFER
15673,7836,99459,TRANSFER
15674,7837,98758,TRANSFER
15675,7837,24549,TRANSFER
15676,7838,50216,TRANSFER
15677,7838,99864,TRANSFER
15678,7839,76752,TRANSFER
15679,7839,93844,TRANSFER
15680,7840,96549,TRANSFER
15681,7840,94056,TRANSFER
15682,7841,97465,TRANSFER
15683,7841,77077,TRANSFER
15684,7842,63030,TRANSFER
15685,7842,69930,TRANSFER
15686,7843,66171,TRANSFER
15687,7843,85049,TRANSFER
15688,7844,94461,TRANSFER
15689,7844,73135,TRANSFER
15690,7845,49039,TRANSFER
15691,7845,99757,TRANSFER
15692,7846,23430,TRANSFER
15693,7846,58432,TRANSFER
15694,7847,95428,TRANSFER
15695,7847,59055,TRANSFER
15696,7848,93421,TRANSFER
15697,7848,70206,TRANSFER
15698,7849,86049,TRANSFER
15699,7849,60681,TRANSFER
15700,7850,72899,TRANSFER
15701,7850,72804,TRANSFER
15702,7851,80524,TRANSFER
15703,7851,77441,TRANSFER
15704,7852,87312,TRANSFER
15705,7852,99818,TRANSFER
15706,7853,65004,TRANSFER
15707,7853,92641,TRANSFER
15708,7854,90048,TRANSFER
15709,7854,88567,TRANSFER
15710,7855,85611,TRANSFER
15711,7855,87992,TRANSFER
15712,7856,54224,TRANSFER
15713,7856,22758,TRANSFER
15714,7857,98522,TRANSFER
15715,7857,96024,TRANSFER
15716,7858,69590,TRANSFER
15717,7858,51092,TRANSFER
15718,7859,98763,TRANSFER
15719,7859,79517,TRANSFER
15720,7860,95539,TRANSFER
15721,7860,77082,TRANSFER
15722,7861,49340,TRANSFER
15723,7861,50090,TRANSFER
15724,7862,91415,TRANSFER
15725,7862,23114,TRANSFER
15726,7863,72245,TRANSFER
15727,7863,85810,TRANSFER
15728,7864,64960,TRANSFER
15729,7864,55140,TRANSFER
15730,7865,96389,TRANSFER
15731,7865,99916,TRANSFER
15732,7866,54970,TRANSFER
15733,7866,32096,TRANSFER
15734,7867,86247,TRANSFER
15735,7867,74749,TRANSFER
15736,7868,47943,TRANSFER
15737,7868,43036,TRANSFER
15738,7869,96795,TRANSFER
15739,7869,88215,TRANSFER
15740,7870,99370,TRANSFER
15741,7870,52950,TRANSFER
15742,7871,21473,TRANSFER
15743,7871,52049,TRANSFER
15744,7872,61806,TRANSFER
15745,7872,89196,TRANSFER
15746,7873,65732,TRANSFER
15747,7873,48287,TRANSFER
15748,7874,80764,TRANSFER
15749,7874,67354,TRANSFER
15750,7875,76681,TRANSFER
15751,7875,39746,TRANSFER
15752,7876,20329,TRANSFER
15753,7876,90243,TRANSFER
15754,7877,91330,TRANSFER
15755,7877,63955,TRANSFER
15756,7878,97060,TRANSFER
15757,7878,49002,TRANSFER
15758,7879,64076,TRANSFER
15759,7879,72212,TRANSFER
15760,7880,77707,TRANSFER
15761,7880,32844,TRANSFER
15762,7881,73238,TRANSFER
15763,7881,81309,TRANSFER
15764,7882,75535,TRANSFER
15765,7882,98955,TRANSFER
15766,7883,96491,TRANSFER
15767,7883,76242,TRANSFER
15768,7884,99446,TRANSFER
15769,7884,97796,TRANSFER
15770,7885,32171,TRANSFER
15771,7885,32865,TRANSFER
15772,7886,45708,TRANSFER
15773,7886,42170,TRANSFER
15774,7887,96222,TRANSFER
15775,7887,67249,TRANSFER
15776,7888,71879,TRANSFER
15777,7888,37462,TRANSFER
15778,7889,89237,TRANSFER
15779,7889,75236,TRANSFER
15780,7890,65813,TRANSFER
15781,7890,84697,TRANSFER
15782,7891,98648,TRANSFER
15783,7891,73383,TRANSFER
15784,7892,60682,TRANSFER
15785,7892,68653,TRANSFER
15786,7893,57659,TRANSFER
15787,7893,22698,TRANSFER
15788,7894,85138,TRANSFER
15789,7894,80591,TRANSFER
15790,7895,95099,TRANSFER
15791,7895,30254,TRANSFER
15792,7896,78323,TRANSFER
15793,7896,75367,TRANSFER
15794,7897,71266,TRANSFER
15795,7897,99876,TRANSFER
15796,7898,97016,TRANSFER
15797,7898,68824,TRANSFER
15798,7899,30483,TRANSFER
15799,7899,44878,TRANSFER
15800,7900,93313,TRANSFER
15801,7900,60911,TRANSFER
15802,7901,99596,TRANSFER
15803,7901,39311,TRANSFER
15804,7902,53584,TRANSFER
15805,7902,95039,TRANSFER
15806,7903,81592,TRANSFER
15807,7903,84567,TRANSFER
15808,7904,23464,TRANSFER
15809,7904,84737,TRANSFER
15810,7905,78974,TRANSFER
15811,7905,91357,TRANSFER
15812,7906,83390,TRANSFER
15813,7906,93438,TRANSFER
15814,7907,84968,TRANSFER
15815,7907,98938,TRANSFER
15816,7908,95926,TRANSFER
15817,7908,25954,TRANSFER
15818,7909,24577,TRANSFER
15819,7909,83116,TRANSFER
15820,7910,72611,TRANSFER
15821,7910,36504,TRANSFER
15822,7911,79949,TRANSFER
15823,7911,52208,TRANSFER
15824,7912,91648,TRANSFER
15825,7912,70403,TRANSFER
15826,7913,40324,TRANSFER
15827,7913,39223,TRANSFER
15828,7914,92332,TRANSFER
15829,7914,25630,TRANSFER
15830,7915,43488,TRANSFER
15831,7915,98997,TRANSFER
15832,7916,50374,TRANSFER
15833,7916,85285,TRANSFER
15834,7917,88928,TRANSFER
15835,7917,99946,TRANSFER
15836,7918,66386,TRANSFER
15837,7918,45609,TRANSFER
15838,7919,99752,TRANSFER
15839,7919,60392,TRANSFER
15840,7920,46965,TRANSFER
15841,7920,99309,TRANSFER
15842,7921,21391,TRANSFER
15843,7921,51329,TRANSFER
15844,7922,92516,TRANSFER
15845,7922,29287,TRANSFER
15846,7923,82641,TRANSFER
15847,7923,77711,TRANSFER
15848,7924,99052,TRANSFER
15849,7924,70786,TRANSFER
15850,7925,90105,TRANSFER
15851,7925,95422,TRANSFER
15852,7926,92568,TRANSFER
15853,7926,74441,TRANSFER
15854,7927,58420,TRANSFER
15855,7927,33226,TRANSFER
15856,7928,91444,TRANSFER
15857,7928,47127,TRANSFER
15858,7929,81315,TRANSFER
15859,7929,55375,TRANSFER
15860,7930,85514,TRANSFER
15861,7930,99990,TRANSFER
15862,7931,64836,TRANSFER
15863,7931,22760,TRANSFER
15864,7932,89137,TRANSFER
15865,7932,68368,TRANSFER
15866,7933,59449,TRANSFER
15867,7933,22359,TRANSFER
15868,7934,22884,TRANSFER
15869,7934,73005,TRANSFER
15870,7935,84005,TRANSFER
15871,7935,24238,TRANSFER
15872,7936,52009,TRANSFER
15873,7936,82358,TRANSFER
15874,7937,98330,TRANSFER
15875,7937,79806,TRANSFER
15876,7938,39110,TRANSFER
15877,7938,79334,TRANSFER
15878,7939,22329,TRANSFER
15879,7939,27959,TRANSFER
15880,7940,68162,TRANSFER
15881,7940,52317,TRANSFER
15882,7941,78970,TRANSFER
15883,7941,83564,TRANSFER
15884,7942,51237,TRANSFER
15885,7942,77813,TRANSFER
15886,7943,99063,TRANSFER
15887,7943,35755,TRANSFER
15888,7944,99470,TRANSFER
15889,7944,71877,TRANSFER
15890,7945,69449,TRANSFER
15891,7945,90552,TRANSFER
15892,7946,48374,TRANSFER
15893,7946,94772,TRANSFER
15894,7947,33245,TRANSFER
15895,7947,96631,TRANSFER
15896,7948,46261,TRANSFER
15897,7948,76368,TRANSFER
15898,7949,78064,TRANSFER
15899,7949,99959,TRANSFER
15900,7950,95780,TRANSFER
15901,7950,87069,TRANSFER
15902,7951,71629,TRANSFER
15903,7951,99832,TRANSFER
15904,7952,85659,TRANSFER
15905,7952,99791,TRANSFER
15906,7953,90340,TRANSFER
15907,7953,95102,TRANSFER
15908,7954,95203,TRANSFER
15909,7954,77603,TRANSFER
15910,7955,39188,TRANSFER
15911,7955,94689,TRANSFER
15912,7956,44393,TRANSFER
15913,7956,87061,TRANSFER
15914,7957,79547,TRANSFER
15915,7957,85962,TRANSFER
15916,7958,62343,TRANSFER
15917,7958,92429,TRANSFER
15918,7959,23557,TRANSFER
15919,7959,98229,TRANSFER
15920,7960,88615,TRANSFER
15921,7960,57778,TRANSFER
15922,7961,88644,TRANSFER
15923,7961,76094,TRANSFER
15924,7962,44038,TRANSFER
15925,7962,49605,TRANSFER
15926,7963,83091,TRANSFER
15927,7963,60519,TRANSFER
15928,7964,96058,TRANSFER
15929,7964,94688,TRANSFER
15930,7965,56750,TRANSFER
15931,7965,44113,TRANSFER
15932,7966,74700,TRANSFER
15933,7966,84815,TRANSFER
15934,7967,78684,TRANSFER
15935,7967,66525,TRANSFER
15936,7968,32709,TRANSFER
15937,7968,92142,TRANSFER
15938,7969,85908,TRANSFER
15939,7969,86486,TRANSFER
15940,7970,93166,TRANSFER
15941,7970,99794,TRANSFER
15942,7971,99994,TRANSFER
15943,7971,79338,TRANSFER
15944,7972,99629,TRANSFER
15945,7972,98290,TRANSFER
15946,7973,99511,TRANSFER
15947,7973,99779,TRANSFER
15948,7974,87838,TRANSFER
15949,7974,38004,TRANSFER
15950,7975,99870,TRANSFER
15951,7975,70013,TRANSFER
15952,7976,69762,TRANSFER
15953,7976,65357,TRANSFER
15954,7977,99055,TRANSFER
15955,7977,77516,TRANSFER
15956,7978,87154,TRANSFER
15957,7978,52504,TRANSFER
15958,7979,50405,TRANSFER
15959,7979,66211,TRANSFER
15960,7980,99995,TRANSFER
15961,7980,48945,TRANSFER
15962,7981,98862,TRANSFER
15963,7981,98290,TRANSFER
15964,7982,62025,TRANSFER
15965,7982,73773,TRANSFER
15966,7983,52022,TRANSFER
15967,7983,37486,TRANSFER
15968,7984,97220,TRANSFER
15969,7984,70793,TRANSFER
15970,7985,99093,TRANSFER
15971,7985,45432,TRANSFER
15972,7986,86844,TRANSFER
15973,7986,96480,TRANSFER
15974,7987,78510,TRANSFER
15975,7987,34154,TRANSFER
15976,7988,84170,TRANSFER
15977,7988,87596,TRANSFER
15978,7989,57964,TRANSFER
15979,7989,64844,TRANSFER
15980,7990,54738,TRANSFER
15981,7990,48500,TRANSFER
15982,7991,98331,TRANSFER
15983,7991,49304,TRANSFER
15984,7992,46275,TRANSFER
15985,7992,69205,TRANSFER
15986,7993,50674,TRANSFER
15987,7993,93179,TRANSFER
15988,7994,63263,TRANSFER
15989,7994,31890,TRANSFER
15990,7995,96488,TRANSFER
15991,7995,93099,TRANSFER
15992,7996,79617,TRANSFER
15993,7996,59753,TRANSFER
15994,7997,71882,TRANSFER
15995,7997,88667,TRANSFER
15996,7998,84482,TRANSFER
15997,7998,54157,TRANSFER
15998,7999,76105,TRANSFER
15999,7999,93978,TRANSFER
16000,8000,97265,TRANSFER
16001,8000,48061,TRANSFER
16002,8001,30837,TRANSFER
16003,8001,89441,TRANSFER
16004,8002,41948,TRANSFER
16005,8002,65722,TRANSFER
16006,8003,45738,TRANSFER
16007,8003,99750,TRANSFER
16008,8004,91190,TRANSFER
16009,8004,65650,TRANSFER
16010,8005,90304,TRANSFER
16011,8005,32983,TRANSFER
16012,8006,25122,TRANSFER
16013,8006,81470,TRANSFER
16014,8007,57271,TRANSFER
16015,8007,92370,TRANSFER
16016,8008,38211,TRANSFER
16017,8008,94141,TRANSFER
16018,8009,90539,TRANSFER
16019,8009,81654,TRANSFER
16020,8010,97325,TRANSFER
16021,8010,99165,TRANSFER
16022,8011,86768,TRANSFER
16023,8011,82080,TRANSFER
16024,8012,27796,TRANSFER
16025,8012,47556,TRANSFER
16026,8013,40594,TRANSFER
16027,8013,89721,TRANSFER
16028,8014,77266,TRANSFER
16029,8014,87933,TRANSFER
16030,8015,21825,TRANSFER
16031,8015,82422,TRANSFER
16032,8016,96547,TRANSFER
16033,8016,61681,TRANSFER
16034,8017,54663,TRANSFER
16035,8017,64705,TRANSFER
16036,8018,54484,TRANSFER
16037,8018,99034,TRANSFER
16038,8019,97815,TRANSFER
16039,8019,65430,TRANSFER
16040,8020,28253,TRANSFER
16041,8020,93289,TRANSFER
16042,8021,89126,TRANSFER
16043,8021,68406,TRANSFER
16044,8022,92627,TRANSFER
16045,8022,91374,TRANSFER
16046,8023,40200,TRANSFER
16047,8023,99664,TRANSFER
16048,8024,92252,TRANSFER
16049,8024,88010,TRANSFER
16050,8025,36747,TRANSFER
16051,8025,63946,TRANSFER
16052,8026,93913,TRANSFER
16053,8026,59017,TRANSFER
16054,8027,75910,TRANSFER
16055,8027,90621,TRANSFER
16056,8028,98026,TRANSFER
16057,8028,53561,TRANSFER
16058,8029,99503,TRANSFER
16059,8029,87580,TRANSFER
16060,8030,32725,TRANSFER
16061,8030,77383,TRANSFER
16062,8031,89687,TRANSFER
16063,8031,75543,TRANSFER
16064,8032,65994,TRANSFER
16065,8032,88680,TRANSFER
16066,8033,67800,TRANSFER
16067,8033,21045,TRANSFER
16068,8034,83528,TRANSFER
16069,8034,89225,TRANSFER
16070,8035,85114,TRANSFER
16071,8035,60168,TRANSFER
16072,8036,93339,TRANSFER
16073,8036,81808,TRANSFER
16074,8037,98868,TRANSFER
16075,8037,56917,TRANSFER
16076,8038,99947,TRANSFER
16077,8038,87456,TRANSFER
16078,8039,45025,TRANSFER
16079,8039,92259,TRANSFER
16080,8040,62805,TRANSFER
16081,8040,74314,TRANSFER
16082,8041,78669,TRANSFER
16083,8041,61232,TRANSFER
16084,8042,31542,TRANSFER
16085,8042,78049,TRANSFER
16086,8043,27873,TRANSFER
16087,8043,91398,TRANSFER
16088,8044,54935,TRANSFER
16089,8044,92662,TRANSFER
16090,8045,39987,TRANSFER
16091,8045,67079,TRANSFER
16092,8046,96888,TRANSFER
16093,8046,33547,TRANSFER
16094,8047,80129,TRANSFER
16095,8047,98638,TRANSFER
16096,8048,98672,TRANSFER
16097,8048,85235,TRANSFER
16098,8049,87218,TRANSFER
16099,8049,47701,TRANSFER
16100,8050,77064,TRANSFER
16101,8050,60093,TRANSFER
16102,8051,75774,TRANSFER
16103,8051,89947,TRANSFER
16104,8052,85762,TRANSFER
16105,8052,65356,TRANSFER
16106,8053,96908,TRANSFER
16107,8053,92865,TRANSFER
16108,8054,34824,TRANSFER
16109,8054,61521,TRANSFER
16110,8055,77458,TRANSFER
16111,8055,99940,TRANSFER
16112,8056,26550,TRANSFER
16113,8056,72712,TRANSFER
16114,8057,42794,TRANSFER
16115,8057,81359,TRANSFER
16116,8058,77703,TRANSFER
16117,8058,99721,TRANSFER
16118,8059,73799,TRANSFER
16119,8059,79603,TRANSFER
16120,8060,48148,TRANSFER
16121,8060,92044,TRANSFER
16122,8061,61116,TRANSFER
16123,8061,50900,TRANSFER
16124,8062,96413,TRANSFER
16125,8062,85335,TRANSFER
16126,8063,91870,TRANSFER
16127,8063,77983,TRANSFER
16128,8064,86193,TRANSFER
16129,8064,81652,TRANSFER
16130,8065,32142,TRANSFER
16131,8065,95327,TRANSFER
16132,8066,84792,TRANSFER
16133,8066,99327,TRANSFER
16134,8067,67990,TRANSFER
16135,8067,33221,TRANSFER
16136,8068,21969,TRANSFER
16137,8068,96864,TRANSFER
16138,8069,91896,TRANSFER
16139,8069,32696,TRANSFER
16140,8070,66829,TRANSFER
16141,8070,92667,TRANSFER
16142,8071,82688,TRANSFER
16143,8071,99702,TRANSFER
16144,8072,66473,TRANSFER
16145,8072,81495,TRANSFER
16146,8073,97570,TRANSFER
16147,8073,94929,TRANSFER
16148,8074,42447,TRANSFER
16149,8074,79531,TRANSFER
16150,8075,96338,TRANSFER
16151,8075,77869,TRANSFER
16152,8076,83036,TRANSFER
16153,8076,50315,TRANSFER
16154,8077,95417,TRANSFER
16155,8077,80424,TRANSFER
16156,8078,48579,TRANSFER
16157,8078,56606,TRANSFER
16158,8079,92010,TRANSFER
16159,8079,76926,TRANSFER
16160,8080,21913,TRANSFER
16161,8080,37820,TRANSFER
16162,8081,74041,TRANSFER
16163,8081,32576,TRANSFER
16164,8082,61998,TRANSFER
16165,8082,89617,TRANSFER
16166,8083,73885,TRANSFER
16167,8083,99805,TRANSFER
16168,8084,98692,TRANSFER
16169,8084,81975,TRANSFER
16170,8085,61669,TRANSFER
16171,8085,71761,TRANSFER
16172,8086,99579,TRANSFER
16173,8086,89850,TRANSFER
16174,8087,99598,TRANSFER
16175,8087,99248,TRANSFER
16176,8088,92940,TRANSFER
16177,8088,87714,TRANSFER
16178,8089,30215,TRANSFER
16179,8089,45649,TRANSFER
16180,8090,99156,TRANSFER
16181,8090,40191,TRANSFER
16182,8091,62791,TRANSFER
16183,8091,40762,TRANSFER
16184,8092,28730,TRANSFER
16185,8092,63863,TRANSFER
16186,8093,73555,TRANSFER
16187,8093,93135,TRANSFER
16188,8094,72197,TRANSFER
16189,8094,89739,TRANSFER
16190,8095,87881,TRANSFER
16191,8095,64733,TRANSFER
16192,8096,21786,TRANSFER
16193,8096,88324,TRANSFER
16194,8097,46311,TRANSFER
16195,8097,96775,TRANSFER
16196,8098,54605,TRANSFER
16197,8098,25478,TRANSFER
16198,8099,97051,TRANSFER
16199,8099,98251,TRANSFER
16200,8100,49993,TRANSFER
16201,8100,84499,TRANSFER
16202,8101,78021,TRANSFER
16203,8101,96238,TRANSFER
16204,8102,25255,TRANSFER
16205,8102,37365,TRANSFER
16206,8103,69909,TRANSFER
16207,8103,66037,TRANSFER
16208,8104,60103,TRANSFER
16209,8104,69880,TRANSFER
16210,8105,84088,TRANSFER
16211,8105,40230,TRANSFER
16212,8106,60412,TRANSFER
16213,8106,62668,TRANSFER
16214,8107,95140,TRANSFER
16215,8107,32441,TRANSFER
16216,8108,99797,TRANSFER
16217,8108,81354,TRANSFER
16218,8109,93498,TRANSFER
16219,8109,75698,TRANSFER
16220,8110,77847,TRANSFER
16221,8110,67422,TRANSFER
16222,8111,21098,TRANSFER
16223,8111,99238,TRANSFER
16224,8112,99960,TRANSFER
16225,8112,22985,TRANSFER
16226,8113,99657,TRANSFER
16227,8113,76477,TRANSFER
16228,8114,94001,TRANSFER
16229,8114,99654,TRANSFER
16230,8115,98848,TRANSFER
16231,8115,98121,TRANSFER
16232,8116,71698,TRANSFER
16233,8116,75485,TRANSFER
16234,8117,87440,TRANSFER
16235,8117,80365,TRANSFER
16236,8118,90153,TRANSFER
16237,8118,79624,TRANSFER
16238,8119,30153,TRANSFER
16239,8119,59183,TRANSFER
16240,8120,98333,TRANSFER
16241,8120,21744,TRANSFER
16242,8121,53170,TRANSFER
16243,8121,99865,TRANSFER
16244,8122,47208,TRANSFER
16245,8122,61815,TRANSFER
16246,8123,62582,TRANSFER
16247,8123,47889,TRANSFER
16248,8124,81312,TRANSFER
16249,8124,69937,TRANSFER
16250,8125,98678,TRANSFER
16251,8125,90046,TRANSFER
16252,8126,64094,TRANSFER
16253,8126,91184,TRANSFER
16254,8127,95682,TRANSFER
16255,8127,45861,TRANSFER
16256,8128,99933,TRANSFER
16257,8128,95593,TRANSFER
16258,8129,26173,TRANSFER
16259,8129,87253,TRANSFER
16260,8130,33501,TRANSFER
16261,8130,88720,TRANSFER
16262,8131,98559,TRANSFER
16263,8131,94893,TRANSFER
16264,8132,85678,TRANSFER
16265,8132,96433,TRANSFER
16266,8133,37459,TRANSFER
16267,8133,97810,TRANSFER
16268,8134,59395,TRANSFER
16269,8134,99466,TRANSFER
16270,8135,67105,TRANSFER
16271,8135,44419,TRANSFER
16272,8136,82241,TRANSFER
16273,8136,91748,TRANSFER
16274,8137,42998,TRANSFER
16275,8137,79239,TRANSFER
16276,8138,22805,TRANSFER
16277,8138,98258,TRANSFER
16278,8139,77109,TRANSFER
16279,8139,35684,TRANSFER
16280,8140,92187,TRANSFER
16281,8140,99834,TRANSFER
16282,8141,59147,TRANSFER
16283,8141,76290,TRANSFER
16284,8142,33491,TRANSFER
16285,8142,35351,TRANSFER
16286,8143,66262,TRANSFER
16287,8143,89996,TRANSFER
16288,8144,94334,TRANSFER
16289,8144,51922,TRANSFER
16290,8145,78279,TRANSFER
16291,8145,99843,TRANSFER
16292,8146,99999,TRANSFER
16293,8146,50286,TRANSFER
16294,8147,93778,TRANSFER
16295,8147,87902,TRANSFER
