account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
399,bank,-37920.49,-50.09311756935271,-65.32,841.5958272071832,1937.1,-2112.82,259310.66000000003,-297231.15,700.8396216216217,-768.0391472868217,683.1500000000001,-720.53,402.0739500776216,418.75632545038815,1937.1,-7.6,1.41,-2112.82,370,387,275,0,154692.16,909.9538823529412,513.985,1640.9314410322786,7680.34,0.14,170,0
556,bank,1169.2299999999996,3.005732647814909,110.42,856.5265014928483,1819.03,-2154.42,145021.75,-143852.52,714.3928571428571,-773.4006451612903,714.96,-748.5999999999999,396.47824616602287,453.4754540937442,1819.03,-3.92,21.91,-2154.42,203,186,275,0,235513.59999999998,1559.6927152317878,427.76,4354.693896055755,18745.76,4.01,151,0
63,bank,-40249.92,-27.49311475409836,-56.71,826.7631337418803,2356.53,-2162.31,507721.22,-547971.1399999999,711.0941456582633,-730.6281866666666,686.6700000000001,-692.81,403.10957713333767,406.6540842694799,2356.53,-3.77,3.79,-2162.31,714,750,275,0,153601.21,960.0075625,469.065,1898.625051717623,8603.19,20.0,160,0
7372,bank,7436.99,169.0225,609.14,689.3500958186867,1143.4,-1363.42,17404.9,-9967.910000000002,600.1689655172414,-664.5273333333334,609.14,-633.25,269.71992172231484,429.615658657607,1143.4,-39.03,21.76,-1363.42,29,15,274,0,325455.23,2229.145410958904,442.745,6911.924087818807,29076.28,2.79,146,0
6555,bank,3494.02,112.71032258064515,47.94,880.8472903762749,1437.37,-1663.2,13479.529999999999,-9985.509999999998,842.4706249999999,-665.7006666666665,765.145,-524.59,439.2201126309942,445.0832387874473,1437.37,-5.22,47.94,-1663.2,16,15,260,0,224298.96000000002,1376.067239263804,415.32,3754.549386405726,16801.97,0.63,163,0
7767,bank,2000.7499999999998,125.04687499999999,395.32,803.7150313945755,1038.05,-1194.66,6779.05,-4778.3,677.905,-796.3833333333333,703.29,-901.355,317.4846441868401,355.38048481404644,1038.05,-316.26,105.54,-1194.66,10,6,273,0,160794.49,1079.1576510067114,426.86,2504.1564035061383,10838.16,0.62,149,0
9466,bank,-394.53,-24.658125,111.33500000000001,917.6216682868726,1384.81,-1558.28,6003.42,-6397.95,667.0466666666666,-913.9928571428571,625.64,-753.12,417.5930161353276,481.81219452238463,1384.81,-352.01,105.54,-1558.28,9,7,246,0,425930.92,2957.853611111111,447.94,9588.425552274395,39943.38,36.19,144,0
6793,bank,142708.24,478.88671140939596,581.01,304.190556461451,1482.22,-1101.14,150073.25000000006,-7365.010000000001,526.572807017544,-566.5392307692308,581.01,-456.21,193.10281917616595,411.9063799672109,1482.22,-3.85,19.56,-1101.14,285,13,275,0,142095.88,953.6636241610738,394.4,2113.793425105493,9167.1,0.97,149,0
8666,bank,14698.039999999999,668.0927272727272,911.325,906.1103459774896,1560.87,-753.13,18399.98,-3701.94,1149.99875,-616.99,1346.3,-626.665,487.51033638101796,102.37176192681261,1560.87,-463.93,154.31,-753.13,16,6,257,0,284073.55,1775.4596875,495.15,5138.396569929516,22713.36,4.06,160,0
9925,bank,2079.5,115.52777777777777,233.89000000000001,863.1264363692477,1725.05,-1057.34,7724.900000000001,-5645.4,772.49,-705.675,674.585,-809.99,478.7944179104662,356.6912798805953,1725.05,-201.37,47.87,-1057.34,10,8,266,0,162439.13999999998,1047.994451612903,466.66,2292.053824894993,10147.71,0.98,155,0
7658,bank,-392.0899999999998,-17.82227272727272,218.66500000000002,902.2983415432678,1279.32,-1387.98,8820.970000000001,-9213.06,735.0808333333334,-921.3059999999999,762.7049999999999,-889.745,348.3407424675999,297.5919538264135,1279.32,-361.54,215.55,-1387.98,12,10,268,0,259185.68,1683.023896103896,478.35,4785.984706413502,20780.91,16.57,154,0
3809,bank,-2395.0199999999995,-44.35222222222222,85.86500000000001,816.6726936892221,1668.41,-1673.28,17770.530000000002,-20165.55,634.6617857142858,-775.5980769230769,612.475,-605.7950000000001,358.84044673811735,449.8652716182411,1668.41,-91.81,84.95,-1673.28,28,26,263,0,194995.43,1335.5851369863012,411.58000000000004,3505.2990445588453,14908.09,5.83,146,0
1175,bank,7620.0,36.99029126213592,85.905,815.8514784121137,1857.81,-1682.9,75476.22999999998,-67856.23000000001,705.3853271028036,-685.4164646464648,639.32,-627.3,441.8800713937427,407.65270040761243,1857.81,-14.82,25.46,-1682.9,107,99,275,0,112125.14,767.9804109589041,474.08500000000004,1080.5421119093348,4748.21,1.03,146,0
4228,bank,-5568.0599999999995,-99.42964285714285,-297.095,859.9036711610398,2227.98,-1425.74,18019.960000000003,-23588.02,720.7984000000001,-760.9038709677419,578.23,-764.98,533.116446783127,339.82487926065113,2227.98,-215.49,42.34,-1425.74,25,31,274,0,125409.83,769.3854601226994,403.95,1289.616191333543,5883.99,7.55,163,0
7720,bank,6508.38,260.3352,366.13,688.3918995693273,1678.11,-1198.78,10764.809999999998,-4256.429999999999,598.0449999999998,-608.0614285714285,366.13,-451.03,418.38335243073004,421.4640713207778,1678.11,-86.85,150.92,-1198.78,18,7,266,0,470491.89,3200.6251020408163,436.64,10850.299470058473,45527.8,16.51,147,0
6378,bank,1193.0300000000004,35.089117647058835,85.975,882.5437767230195,1786.15,-1692.03,13035.77,-11842.74,724.2094444444444,-740.17125,744.105,-496.985,480.51338297421046,490.81918931347144,1786.15,-132.9,50.07,-1692.03,18,16,270,0,64475.41,470.6234306569343,462.33,323.68362283081194,1285.64,4.53,137,0
2954,bank,7587.14,72.95326923076924,109.62,861.2785046813265,1955.35,-1638.06,42864.579999999994,-35277.44,793.7885185185185,-705.5488,671.255,-657.785,442.5618737358159,395.4582555674996,1955.35,-6.22,29.89,-1638.06,54,50,275,0,181900.79,1181.1739610389611,450.65999999999997,2775.915287779863,12205.95,0.97,154,0
1461,bank,-12588.76,-62.32059405940594,-249.49,859.9852302079173,1809.01,-1937.1,69919.48999999999,-82508.25,768.3460439560439,-743.3175675675676,739.61,-696.6,445.7883447852781,387.3145920148967,1809.01,-18.38,28.95,-1937.1,91,111,274,0,258694.80000000002,1549.0706586826348,497.31,4438.978263842665,20029.7,10.11,167,0
4530,bank,14177.06,225.0326984126984,509.84,776.8801392069528,1451.7,-1346.73,29539.769999999997,-15362.710000000001,757.43,-640.1129166666667,852.59,-565.225,327.6388675934141,433.5185100153231,1451.7,-33.39,69.45,-1346.73,39,24,272,0,196665.8,1206.5386503067484,503.5,2877.451432835842,12987.34,2.71,163,0
5780,bank,-1428.03,-44.6259375,78.565,910.5569348830468,1534.92,-1801.12,11155.490000000002,-12583.52,697.2181250000001,-786.47,634.9449999999999,-808.735,483.73903402859344,552.6805266336058,1534.92,-16.07,173.2,-1801.12,16,16,272,0,120360.39,725.0625903614458,393.545,1217.749564140659,5621.99,6.21,166,0
5082,bank,-300.3699999999998,-6.257708333333329,23.75,753.3621957096227,1389.76,-1664.12,15233.37,-15533.740000000002,634.72375,-647.2391666666667,640.455,-577.9000000000001,321.69401215944185,445.93415405841824,1389.76,-3.85,51.35,-1664.12,24,24,269,0,194851.31,1249.0468589743589,467.885,3141.1890547953653,13823.49,0.16,156,0
1776,bank,-5965.22,-27.745209302325584,49.02,828.8864424550692,1654.94,-1771.26,74267.67,-80232.89,681.3547706422019,-756.9140566037736,584.81,-673.2,397.6025978555406,423.0194498146421,1654.94,-40.1,19.63,-1771.26,109,106,275,0,148878.25,875.7544117647059,421.30499999999995,1719.9507204014353,7958.75,10.49,170,0
1740,bank,-3384.310000000002,-17.26688775510205,-82.16,861.6753197127434,1990.74,-2013.59,71411.98000000001,-74796.28999999998,743.8747916666667,-747.9628999999998,655.865,-688.3299999999999,439.45190540988347,419.5988522562203,1990.74,-12.26,5.09,-2013.59,96,100,275,0,89990.46,624.93375,474.095,612.6678150502331,2661.76,5.74,144,0
771,bank,14069.66,36.16879177377892,106.62,834.7626009057657,2164.93,-2073.97,147208.10000000003,-133138.44,725.1630541871923,-715.798064516129,691.17,-696.155,429.7416563857872,412.7909768937329,2164.93,-2.77,25.27,-2073.97,203,186,274,0,105781.86,633.4243113772455,444.72,660.5317961323146,3004.63,2.36,167,0
3990,bank,-5797.910000000001,-98.26966101694917,-199.66,805.2975518552265,1264.56,-1377.94,18467.3,-24265.209999999995,659.5464285714286,-782.7487096774192,627.81,-891.86,354.8365967723661,346.88385754449035,1264.56,-12.48,32.38,-1377.94,28,31,273,0,211754.42,1375.0287012987014,375.51,3717.344955255432,16190.11,4.44,154,0
2813,bank,6609.200000000001,66.75959595959597,96.87,878.7524644084457,2162.3,-1708.09,40459.65,-33850.45,793.3264705882353,-705.2177083333332,769.54,-749.0999999999999,488.65361275579875,417.9137478671151,2162.3,-11.21,96.81,-1708.09,51,48,275,0,155846.09,986.3676582278481,383.6,2289.3747053518073,10183.23,0.57,158,0
2986,bank,-9811.6,-91.69719626168225,-172.4,849.3370251086235,1725.51,-1894.02,35659.119999999995,-45470.719999999994,742.8983333333332,-770.6901694915254,717.31,-789.5,379.1628068848825,395.52253962754014,1725.51,-55.64,28.79,-1894.02,48,59,271,0,156028.33000000002,1006.6343870967743,433.53,2213.0225869003857,9791.69,4.07,155,0
7934,bank,-136.11000000000013,-8.506875000000008,348.32,1057.769714469829,1326.27,-1955.39,7479.87,-7615.98,831.0966666666667,-1087.9971428571428,865.83,-1009.12,324.0666948715958,490.1523772499829,1326.27,-488.75,208.5,-1955.39,9,7,230,0,100896.23000000001,691.0700684931508,475.31,963.2526708501749,4263.52,1.87,146,0
4232,bank,4635.5199999999995,92.71039999999999,296.695,918.4679052216717,1589.63,-1818.48,22245.09,-17609.570000000003,794.4675,-800.4350000000002,735.19,-651.48,421.61080602871795,497.49955379496623,1589.63,-157.81,76.79,-1818.48,28,22,273,0,126122.13,798.241329113924,360.63,1523.5043980232915,6831.35,8.8,158,0
9937,bank,-954.9100000000001,-59.681875000000005,-70.97999999999999,1106.8652141504176,1719.33,-1846.44,7344.84,-8299.75,918.105,-1037.46875,891.87,-1001.0799999999999,471.75359682177907,466.3420073734206,1719.33,-222.67,80.71,-1846.44,8,8,273,0,200453.05,1382.434827586207,437.14,3642.263109237339,15437.97,1.44,145,0
5065,bank,2505.6499999999996,50.11299999999999,-110.55,808.3769272834832,1378.25,-1244.65,19070.629999999997,-16564.98,829.1578260869564,-613.5177777777777,845.26,-624.45,354.87745715895335,361.60152141159404,1378.25,-73.56,187.47,-1244.65,23,27,274,0,262529.02999999997,1651.1259748427672,430.43,4979.370407590832,21875.41,1.47,159,0
6810,bank,1301.92,37.19771428571429,252.02,773.4292598097877,1557.67,-1443.74,11993.430000000002,-10691.510000000002,599.6715000000002,-712.7673333333335,436.095,-730.06,429.3135750826698,384.7461432363398,1557.67,-228.68,127.29,-1443.74,20,15,268,0,237111.63,1481.9476875,482.98,4025.9370653285728,17858.65,4.96,160,0
816,bank,-5659.409999999998,-13.604350961538456,23.03,861.8674441053768,2013.16,-2107.47,151388.88,-157048.28999999998,720.8994285714286,-762.3703398058251,604.72,-728.9300000000001,431.81253238311285,444.53173478022154,2013.16,-8.89,5.24,-2107.47,210,206,275,0,186957.32,1384.869037037037,415.76,3519.5860506225913,14442.89,7.96,135,0
8947,bank,2514.66,209.55499999999998,419.7,879.7189881020374,1868.96,-1456.11,5602.68,-3088.0199999999995,700.335,-772.0049999999999,510.875,-651.12,537.5701826871406,486.2538320328865,1868.96,-329.67,107.54,-1456.11,8,4,267,0,201265.86,1388.0404137931034,449.76,3545.557278155743,15053.23,2.77,145,0
7333,bank,-3857.7300000000005,-107.15916666666668,-226.14,1015.138963822547,1770.36,-1460.25,14017.27,-17875.0,824.5452941176471,-940.7894736842105,766.65,-935.41,526.3498823871537,451.7833275841872,1770.36,-225.76,175.73,-1460.25,17,19,266,0,306688.22,2100.604246575342,505.66999999999996,6281.641235902565,26488.26,3.6,146,0
2430,bank,-2397.340000000001,-21.404821428571438,75.93,811.1718081641696,1629.54,-1458.22,38785.53,-41182.869999999995,668.7160344827586,-762.6457407407406,668.23,-761.315,375.1233799976228,381.7520438990983,1629.54,-18.44,20.66,-1458.22,58,54,275,0,67233.75,498.02777777777777,450.15,348.3256187043542,1281.44,2.74,135,0
2050,bank,-201.85000000000002,-1.0092500000000002,-36.415,866.3693108332646,1622.02,-2237.81,74772.65000000001,-74974.5,755.279292929293,-742.3217821782179,786.05,-646.44,397.798199186504,466.17026816045666,1622.02,-19.49,25.32,-2237.81,99,101,274,0,190501.78,1278.5354362416108,483.93,2978.395971830848,12901.5,22.16,149,0
899,bank,9658.750000000002,24.639668367346943,24.75,809.2731956980516,2221.33,-1857.63,142019.33000000002,-132360.58000000002,717.2693434343436,-682.2710309278351,676.5250000000001,-662.415,427.95787031736177,381.30453516415923,2221.33,-20.81,8.81,-1857.63,198,194,274,0,231654.31,1395.507891566265,417.29,3991.958281159733,17967.89,2.34,166,0
2310,bank,5980.100000000001,63.61808510638299,116.715,793.238158084604,1828.23,-1952.7,34814.03,-28833.930000000004,710.4904081632653,-640.7540000000001,759.34,-581.48,398.3472046728372,428.2994512254248,1828.23,-101.72,23.06,-1952.7,49,45,274,0,190018.86,1266.7923999999998,438.71500000000003,3088.5264244265068,13377.57,0.16,150,0
2009,bank,9302.66,46.5133,150.225,817.6499121852781,1893.85,-1972.84,75483.28,-66180.62000000001,692.5071559633027,-727.2595604395606,650.39,-736.25,414.50329900418785,401.5998461954998,1893.85,-39.12,12.28,-1972.84,109,91,275,0,204290.51,1352.917284768212,485.81,3438.3091084135986,14906.39,7.53,151,0
4065,bank,10181.24,199.6321568627451,530.75,947.1865159329786,1516.09,-1707.83,27371.670000000002,-17190.43,943.8506896551725,-781.3831818181818,977.85,-759.895,339.744526098351,457.30044296612374,1516.09,-12.26,306.15,-1707.83,29,22,269,0,121116.19,858.9800709219859,386.15,1635.5835323073522,6971.92,0.98,141,0
3214,bank,1460.0700000000006,13.905428571428578,-68.49,831.3835766834111,1687.54,-1658.79,39054.850000000006,-37594.780000000006,751.0548076923078,-709.3354716981133,798.05,-684.51,416.93893432826087,367.93542962761,1687.54,-68.49,44.54,-1658.79,52,53,271,0,167054.05,1136.4221088435374,430.34,2729.173697874287,11726.59,9.69,147,0
2297,bank,14725.32,158.3367741935484,180.07,852.5065631433722,1809.7,-1540.44,42753.03,-28027.710000000003,872.5108163265306,-636.9934090909092,898.06,-619.315,409.03508865803485,373.7724322766037,1809.7,-32.23,152.68,-1540.44,49,44,266,0,128154.17,860.0951006711409,451.61,1390.4067984137446,6142.75,6.69,149,0
2084,bank,-15751.300000000001,-71.5968181818182,-153.26,824.5283514900109,1731.37,-2344.03,69220.06,-84971.36,678.6280392156863,-720.0962711864407,633.59,-661.0699999999999,438.49638015381436,437.86405403198785,1731.37,-44.56,12.26,-2344.03,102,118,271,0,106856.89,752.5133098591549,438.7,1208.5144585365147,5225.18,4.48,142,0
1284,bank,-3419.27,-16.052910798122067,-39.12,885.6684575899659,2073.99,-1737.18,80811.63,-84230.90000000001,777.0349038461538,-772.7605504587157,817.165,-721.08,433.5915276708619,420.5549251767656,2073.99,-8.66,24.08,-1737.18,104,109,274,0,114654.20999999999,790.7186896551724,483.54,1315.3820749459994,5760.07,10.92,145,0
6211,bank,4523.67,167.54333333333332,438.6,785.5613740553263,1121.96,-1503.78,11862.48,-7338.8099999999995,697.7929411764705,-733.881,732.32,-658.64,317.33512724651024,412.0532429310561,1121.96,-105.59,40.24,-1503.78,17,10,273,0,63598.950000000004,775.5969512195122,536.85,871.5818568368281,3026.82,9.35,82,0
7346,bank,23835.79,403.9964406779661,646.0,664.935801323662,1672.41,-1579.49,32582.489999999998,-8746.7,678.801875,-795.1545454545455,646.0,-707.14,290.68050495387433,472.26754883992686,1672.41,-312.92,23.13,-1579.49,48,11,274,0,74773.28,526.5723943661972,431.575,410.37865869457306,1520.68,11.84,142,0
1803,bank,886.4900000000002,4.388564356435645,108.935,870.4579061788521,1625.57,-2071.91,78075.98,-77189.49,750.7305769230769,-787.6478571428572,737.0550000000001,-766.14,369.9969525506275,440.1071922458151,1625.57,-20.79,69.39,-2071.91,104,98,275,0,298696.02999999997,1777.9525595238094,495.88,5358.962369513213,24188.8,11.0,168,0
8255,bank,926.1299999999997,54.478235294117624,83.75,858.2964077478952,1473.46,-1654.4,6075.45,-5149.32,675.05,-643.665,576.54,-409.56500000000005,508.9928864925324,579.2800774113628,1473.46,-216.33,83.75,-1654.4,9,8,269,0,190103.28,1348.2502127659575,425.97,3358.599464966539,14087.23,5.4,141,0
8847,bank,2280.46,108.59333333333333,309.48,717.7534676010512,1324.68,-1227.69,7647.82,-5367.360000000001,588.2938461538462,-670.9200000000001,368.64,-612.28,357.67383700187105,361.6711332135867,1324.68,-293.66,291.52,-1227.69,13,8,273,0,119346.40000000001,800.9825503355705,418.37,1370.5695477261495,6025.52,1.84,149,0
3856,bank,2124.42,42.4884,117.65,886.8784787620373,1893.04,-1756.13,20519.54,-18395.12,789.213076923077,-766.4633333333333,786.13,-688.4549999999999,432.65244185853595,398.8136699247414,1893.04,-160.37,66.3,-1756.13,26,24,274,0,140442.09,894.5356050955414,479.76,1742.980357444573,7821.23,8.85,157,0
4143,bank,878.2,20.90952380952381,-186.95000000000002,1003.3491651268481,2016.65,-1743.77,18241.88,-17363.68,912.094,-789.2581818181818,832.28,-713.84,618.1732799858152,419.1881323592338,2016.65,-85.79,80.71,-1743.77,20,22,273,0,229777.75,1714.759328358209,395.685,4643.414757473762,18910.03,1.9,134,0
7784,bank,1831.5299999999997,114.47062499999998,325.38,910.0577889377411,1518.8,-1200.85,7313.68,-5482.150000000001,812.6311111111112,-783.1642857142858,621.26,-777.45,448.68472657436325,361.81077176046705,1518.8,-198.94,177.52,-1200.85,9,7,249,0,171571.94999999998,1261.5584558823527,426.63,3017.3934563254056,12499.05,6.23,136,0
6984,bank,6352.609999999999,244.3311538461538,506.855,969.1157287479217,1847.11,-2158.75,14017.460000000001,-7664.849999999999,824.5564705882354,-851.65,769.53,-775.81,505.7108969181549,597.2771443182804,1847.11,-228.05,9.95,-2158.75,17,9,275,0,227555.83000000002,1673.2046323529412,469.52,4431.987834355361,18215.15,4.01,136,0
467,bank,6740.490000000001,17.327737789203088,51.37,870.4303668333806,2107.53,-1953.18,147763.09999999998,-141022.61000000004,742.5281407035175,-742.2242631578949,690.03,-680.89,465.9668874621587,440.6895636671188,2107.53,-24.93,5.22,-1953.18,199,190,275,0,116803.12,1242.5863829787233,497.82,2330.616154447515,8296.83,4.14,94,0
1620,bank,-3148.340000000001,-15.585841584158421,-58.56,812.651377222745,1603.5,-2239.44,70107.73,-73256.07,708.1588888888889,-711.2239805825243,659.67,-668.55,384.1754474245522,403.1389361983008,1603.5,-24.25,18.38,-2239.44,99,103,275,0,100278.78,726.6578260869566,454.33,988.0540213989002,4214.23,3.66,138,0
8261,bank,954.6399999999999,43.392727272727264,381.24,807.2442882405361,1458.09,-1192.7,8476.87,-7522.2300000000005,706.4058333333334,-752.2230000000001,655.82,-697.8499999999999,368.68025734203326,254.788213710045,1458.09,-489.32,376.89,-1192.7,12,10,266,0,144707.21,939.6572077922077,463.685,1825.6605596931072,8116.53,1.85,154,0
8047,bank,517.0600000000002,36.93285714285715,190.565,649.3238028125113,1073.98,-1118.34,3980.01,-3462.95,497.50125,-577.1583333333333,318.90999999999997,-536.35,355.5423254867133,356.8114061751203,1073.98,-164.79,150.81,-1118.34,8,6,255,0,279053.07,2007.5760431654676,448.39,5699.817923007337,23541.65,6.69,139,0
563,bank,-22832.31,-54.23351543942993,-75.76,851.4158962709415,2013.57,-1847.89,145937.4,-168769.71000000002,729.687,-763.6638461538463,689.22,-804.54,415.7324038574398,404.1504334911061,2013.57,-3.86,3.92,-1847.89,200,221,274,0,227129.09000000003,1534.6560135135137,436.24,4162.508090772671,17783.88,6.18,148,0
3841,bank,-213.7199999999998,-3.8858181818181783,186.56,924.5251950529765,2341.03,-1731.84,21674.380000000005,-21888.1,722.4793333333334,-875.5239999999999,560.99,-819.86,481.15024370079396,438.77908289175923,2341.03,-239.42,88.81,-1731.84,30,25,262,0,138233.98,863.9623750000001,452.47,1568.70948195137,7143.65,20.88,160,0
3286,bank,-4064.5199999999995,-36.61729729729729,-205.36,873.1384115559498,1858.51,-1936.34,41417.56,-45482.079999999994,781.4633962264151,-784.1737931034481,727.85,-892.79,419.3377819800359,346.24673675238546,1858.51,-11.08,46.96,-1936.34,53,58,274,0,132274.75,899.828231292517,476.01,1651.8339573221651,7223.2,5.36,147,0
2649,bank,5438.34,56.06536082474227,179.19,808.660547640693,1529.75,-1373.03,37557.68,-32119.340000000004,708.6354716981132,-729.9850000000001,652.52,-736.215,394.5668816103494,338.4473837125358,1529.75,-24.16,20.79,-1373.03,53,44,270,0,153312.02,1072.1120279720278,398.27,2447.007902654938,10410.65,3.18,143,0
7033,bank,2710.0699999999997,123.18499999999999,142.655,829.1522974572111,1567.39,-1633.77,8848.61,-6138.540000000001,680.6623076923078,-682.0600000000001,584.81,-704.96,492.78030451635425,453.7960879899693,1567.39,-25.39,2.77,-1633.77,13,9,259,0,240634.99,1523.0062658227848,408.30499999999995,4266.334497156472,18769.3,2.33,158,0
1188,bank,1924.4400000000005,9.574328358208957,-2.64,849.8390886913072,1572.88,-2039.28,74767.91,-72843.47,747.6791000000001,-721.2224752475248,737.11,-656.4,420.46301958744954,430.3817285164553,1572.88,-2.64,47.86,-2039.28,100,101,273,0,135530.38,928.2902739726028,470.77,1682.577298704106,7327.51,11.29,146,0
4163,bank,1948.06,33.58724137931034,5.520000000000003,913.7773188097876,1847.11,-1593.52,23691.59,-21743.530000000006,816.9513793103448,-749.7768965517243,869.54,-821.63,477.14183350090036,448.3114154732133,1847.11,-80.89,91.93,-1593.52,29,29,268,0,262300.8,1639.3799999999999,423.5,4704.288824379556,20793.9,17.4,160,0
8824,bank,1082.59,67.661875,95.11999999999999,1051.3037473107302,1499.0,-1508.77,7858.16,-6775.57,982.27,-846.94625,1154.1599999999999,-868.315,432.15465300547874,519.2249265956078,1499.0,-52.24,242.48,-1508.77,8,8,264,0,243946.11,1604.9086184210526,497.495,4236.639828943389,18378.03,8.85,152,0
1429,bank,26160.63,137.68752631578948,258.64,887.5720203550408,1906.57,-1908.29,87407.12,-61246.48999999999,816.8889719626168,-737.9095180722891,905.66,-749.7,431.2254016280935,444.28125827113666,1906.57,-42.39,8.72,-1908.29,107,83,272,0,204997.13,1375.8196644295301,419.7,3641.5372997628456,15629.06,4.5,149,0
6963,bank,12268.42,322.85315789473685,653.09,870.4172548533921,1654.94,-1529.29,22451.190000000002,-10182.77,935.4662500000001,-727.3407142857143,1002.5699999999999,-688.095,312.91008934798003,320.14432727141354,1654.94,-328.42,210.09,-1529.29,24,14,275,0,262416.13,1726.421907894737,431.27,4962.48799698413,21393.33,1.85,152,0
1263,bank,-11911.210000000001,-61.39798969072165,-61.575,836.4965608175974,2074.58,-1719.96,63687.50999999999,-75598.72000000002,670.394842105263,-763.6234343434345,548.72,-709.95,447.2543560504378,410.95183902034967,2074.58,-37.97,14.82,-1719.96,95,99,271,0,183901.34,1323.0312230215827,443.87,3198.4699461693385,13350.96,0.57,139,0
9575,bank,940.48,62.69866666666667,355.9,987.621853160891,1532.0,-1954.24,6525.68,-5585.2,725.0755555555556,-930.8666666666667,693.29,-801.055,387.46928643155417,718.717837309376,1532.0,-125.48,290.24,-1954.24,9,6,254,0,140157.2,987.0225352112677,431.47,2012.255151796391,8591.02,11.41,142,0
2962,bank,-19231.510000000002,-181.42933962264152,-299.53999999999996,762.6744509288087,1582.97,-1810.1,26064.99,-45296.49999999999,566.6302173913044,-754.9416666666665,410.565,-692.5350000000001,432.9612659733952,348.4549870751086,1582.97,-64.07,8.66,-1810.1,46,60,273,0,174243.55,1201.6796551724137,490.16,2711.2670837194,11631.65,17.8,145,0
7088,bank,556.2699999999998,17.944193548387087,-93.96,872.4778025973848,1629.48,-1479.79,12108.27,-11552.000000000002,864.8764285714286,-679.529411764706,864.01,-626.72,400.56064650988566,390.3997477661613,1629.48,-57.85,99.89,-1479.79,14,17,270,0,207928.63,1395.4941610738256,535.51,3508.449664648826,15127.55,0.6,149,0
9436,bank,99.99999999999989,5.555555555555549,154.945,689.5210745678501,1135.33,-1508.93,4951.21,-4851.21,450.11,-693.03,340.21,-647.05,370.3193773757998,432.2492051660323,1135.33,-250.59,98.77,-1508.93,11,7,264,0,131815.37,896.7031972789115,438.94,1744.5378032158821,7604.72,8.83,147,0
643,bank,-132890.42,-206.3515838509317,-44.46,771.2638284868344,1810.1,-1737.58,130706.2,-263596.61999999994,673.7432989690722,-585.7702666666665,655.0150000000001,-469.955,388.62317656992457,554.9763860546908,1810.1,-15.93,12.5,-1737.58,194,450,275,0,343466.56,2385.1844444444446,450.655,7406.537376585292,30946.86,1.47,144,0
2151,bank,7033.43,34.81896039603961,-23.995,817.295762863381,1672.71,-1750.74,76261.19999999998,-69227.76999999999,762.6119999999999,-678.7036274509803,704.4,-684.51,388.7916576790301,377.58692730399144,1672.71,-7.68,82.94,-1750.74,100,102,274,0,387238.74,2689.1579166666666,511.78,8499.49043976857,35470.83,3.22,144,0
6229,bank,-22282.15,-412.6324074074074,-652.135,801.2626526029771,1633.96,-1462.25,10809.86,-33092.01,600.5477777777778,-919.2225000000001,577.72,-1122.72,380.9294012953606,331.40025530100525,1633.96,-97.74,61.93,-1462.25,18,36,272,0,325111.26,1958.5015662650603,447.03499999999997,6221.130530958906,27827.61,1.41,166,0
2853,bank,-8472.230000000001,-79.17971962616824,-93.84,832.7215844213729,1724.76,-2069.87,34473.77999999999,-42946.01,650.4486792452828,-795.2964814814815,593.71,-808.165,430.1888434345197,387.84410615586165,1724.76,-93.84,10.02,-2069.87,53,54,275,0,255345.8,1658.0896103896102,468.775,4661.173533503533,20264.51,11.36,154,0
2606,bank,409.7399999999995,4.18102040816326,13.56,833.295410415518,1792.51,-1879.79,35353.09,-34943.35,707.0618,-727.9864583333333,611.31,-694.415,417.77451903858184,421.98483791704007,1792.51,-29.87,11.13,-1879.79,50,48,267,0,130479.68000000001,831.0807643312103,482.07,1431.248037871476,6472.84,0.6,157,0
2479,bank,4951.08,46.708301886792455,192.725,891.4135213847529,1654.95,-1762.87,44573.46,-39622.38,795.9546428571429,-792.4476,737.395,-786.6949999999999,390.5575150332676,414.02964051223904,1654.95,-91.91,91.91,-1762.87,56,50,271,0,296686.74,1964.8128476821191,436.16,5887.457441721272,25243.5,15.68,151,0
7807,bank,64.21000000000004,3.5672222222222243,282.44,942.4159542043465,1407.43,-1703.43,7301.290000000001,-7237.08,730.1290000000001,-904.635,700.165,-776.0999999999999,377.2093515822628,526.4925297801344,1407.43,-297.85,280.34,-1703.43,10,8,229,0,107232.33,744.6689583333333,448.85,1182.8067368649172,5156.64,12.27,144,0
4590,bank,-2615.3500000000013,-39.62651515151517,79.99000000000001,710.9617874606254,1618.63,-1503.64,18259.21,-20874.560000000005,521.6917142857143,-673.3729032258066,473.25,-576.58,350.367123125962,416.46074509845107,1618.63,-61.02,45.86,-1503.64,35,31,274,0,101961.78,749.7189705882353,454.36,1015.9653992586485,4337.31,2.3,136,0
9309,bank,322828.92,1124.8394425087108,1173.73,282.26654027678865,1327.41,-1023.11,326886.94999999995,-4058.03,1163.2987544483983,-676.3383333333334,1173.73,-683.995,93.30501352829059,305.9956041133053,1327.41,-238.62,80.89,-1023.11,281,6,275,0,294685.85,1964.5723333333333,492.46000000000004,5739.38868558847,24567.25,4.5,150,0
